"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2021-22","633","Cobb County","0209","Allatoona High School","Eng. Literature & Comp","23","23","18"
"2021-22","633","Cobb County","0209","Allatoona High School","Environmental Science","18","18","12"
"2021-22","633","Cobb County","0209","Allatoona High School","European History","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","French Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Geography: Human","59","59","32"
"2021-22","633","Cobb County","0209","Allatoona High School","Gov. & Pol. U.S.","34","34","25"
"2021-22","633","Cobb County","0209","Allatoona High School","Music Theory","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Physics 1","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Psychology","85","85","52"
"2021-22","633","Cobb County","0209","Allatoona High School","Spanish Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Statistics","13","13","12"
"2021-22","633","Cobb County","0209","Allatoona High School","U.S. History","46","46","33"
"2021-22","633","Cobb County","0209","Allatoona High School","World History","40","40","33"
"2021-22","633","Cobb County","0373","Sprayberry High School","ALL Subjects","382","683","453"
"2021-22","633","Cobb County","0373","Sprayberry High School","Art History","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Biology","47","47","29"
"2021-22","633","Cobb County","0373","Sprayberry High School","Calculus A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Calculus BC","10","10","9"
"2021-22","633","Cobb County","0373","Sprayberry High School","Capstone","16","16","15"
"2021-22","633","Cobb County","0373","Sprayberry High School","Capstone Research","16","16","13"
"2021-22","633","Cobb County","0373","Sprayberry High School","Chemistry","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Computer Science A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Economics: Micro","12","12","5"
"2021-22","633","Cobb County","0373","Sprayberry High School","Eng. Language & Comp","93","93","44"
"2021-22","633","Cobb County","0373","Sprayberry High School","Eng. Literature & Comp","64","64","50"
"2021-22","633","Cobb County","0373","Sprayberry High School","Environmental Science","44","44","29"
"2021-22","633","Cobb County","0373","Sprayberry High School","European History","12","12","11"
"2021-22","633","Cobb County","0373","Sprayberry High School","Geography: Human","92","92","63"
"2021-22","633","Cobb County","0373","Sprayberry High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Physics 1","29","29","8"
"2021-22","633","Cobb County","0373","Sprayberry High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Psychology","25","25","23"
"2021-22","633","Cobb County","0373","Sprayberry High School","Spanish Language","18","18","15"
"2021-22","633","Cobb County","0373","Sprayberry High School","Spanish Literature","TFS","TFS","TFS"
"2021-22","633","Cobb County","0373","Sprayberry High School","Statistics","26","26","13"
"2021-22","633","Cobb County","0373","Sprayberry High School","U.S. History","68","68","43"
"2021-22","633","Cobb County","0373","Sprayberry High School","World History","60","60","49"
"2021-22","633","Cobb County","0381","Lassiter High School","ALL Subjects","663","1681","1341"
"2021-22","633","Cobb County","0381","Lassiter High School","Art: Studio 2-D Design","40","40","40"
"2021-22","633","Cobb County","0381","Lassiter High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","0381","Lassiter High School","Biology","28","28","26"
"2021-22","633","Cobb County","0381","Lassiter High School","Calculus A","63","63","59"
"2021-22","633","Cobb County","0381","Lassiter High School","Calculus BC","48","48","42"
"2021-22","633","Cobb County","0381","Lassiter High School","Capstone","32","32","32"
"2021-22","633","Cobb County","0381","Lassiter High School","Capstone Research","45","45","44"
"2021-22","633","Cobb County","0381","Lassiter High School","Chemistry","20","20","14"
"2021-22","633","Cobb County","0381","Lassiter High School","Computer Science A","43","43","29"
"2021-22","633","Cobb County","0381","Lassiter High School","Economics: Macro","118","118","71"
"2021-22","633","Cobb County","0381","Lassiter High School","Eng. Language & Comp","199","199","159"
"2021-22","633","Cobb County","0381","Lassiter High School","Eng. Literature & Comp","121","121","121"
"2021-22","633","Cobb County","0381","Lassiter High School","Environmental Science","35","35","27"
"2021-22","633","Cobb County","0381","Lassiter High School","French Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","0381","Lassiter High School","Geography: Human","74","74","71"
"2021-22","633","Cobb County","0381","Lassiter High School","German Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","0381","Lassiter High School","Gov. & Pol. U.S.","162","162","124"
"2021-22","633","Cobb County","0381","Lassiter High School","Music Theory","TFS","TFS","TFS"
"2021-22","633","Cobb County","0381","Lassiter High School","Physics 1","136","136","36"
"2021-22","633","Cobb County","0381","Lassiter High School","Physics C: Mechanics","14","14","11"
"2021-22","633","Cobb County","0381","Lassiter High School","Psychology","123","123","93"
"2021-22","633","Cobb County","0381","Lassiter High School","Spanish Language","18","18","17"
"2021-22","633","Cobb County","0381","Lassiter High School","Statistics","88","88","73"
"2021-22","633","Cobb County","0381","Lassiter High School","U.S. History","145","145","132"
"2021-22","633","Cobb County","0381","Lassiter High School","World History","109","109","105"
"2021-22","633","Cobb County","0707","Hillgrove High School","ALL Subjects","444","809","566"
"2021-22","633","Cobb County","0707","Hillgrove High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Biology","41","41","30"
"2021-22","633","Cobb County","0707","Hillgrove High School","Calculus A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Calculus BC","51","51","50"
"2021-22","633","Cobb County","0707","Hillgrove High School","Chemistry","26","26","6"
"2021-22","633","Cobb County","0707","Hillgrove High School","Computer Science A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Economics: Macro","41","41","27"
"2021-22","633","Cobb County","0707","Hillgrove High School","Economics: Micro","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Eng. Language & Comp","133","133","74"
"2021-22","633","Cobb County","0707","Hillgrove High School","Eng. Literature & Comp","54","54","48"
"2021-22","633","Cobb County","0707","Hillgrove High School","Environmental Science","48","48","27"
"2021-22","633","Cobb County","0707","Hillgrove High School","French Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Geography: Human","76","76","56"
"2021-22","633","Cobb County","0707","Hillgrove High School","Gov. & Pol. U.S.","48","48","23"
"2021-22","633","Cobb County","0707","Hillgrove High School","Music Theory","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Physics 1","12","12","6"
"2021-22","633","Cobb County","0707","Hillgrove High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","633","Cobb County","0707","Hillgrove High School","Psychology","57","57","52"
"2021-22","633","Cobb County","0707","Hillgrove High School","Spanish Language","23","23","22"
"2021-22","633","Cobb County","0707","Hillgrove High School","Statistics","29","29","16"
"2021-22","633","Cobb County","0707","Hillgrove High School","U.S. History","75","75","56"
"2021-22","633","Cobb County","0707","Hillgrove High School","World History","65","65","55"
"2021-22","633","Cobb County","1054","Campbell High School","ALL Subjects","436","912","661"
"2021-22","633","Cobb County","1054","Campbell High School","Art History","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Biology","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Calculus A","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Calculus BC","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Capstone","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Computer Science Principles","19","19","12"
"2021-22","633","Cobb County","1054","Campbell High School","Economics: Macro","42","42","39"
"2021-22","633","Cobb County","1054","Campbell High School","Eng. Language & Comp","167","167","96"
"2021-22","633","Cobb County","1054","Campbell High School","Eng. Literature & Comp","106","106","103"
"2021-22","633","Cobb County","1054","Campbell High School","Environmental Science","37","37","15"
"2021-22","633","Cobb County","1054","Campbell High School","European History","26","26","20"
"2021-22","633","Cobb County","1054","Campbell High School","French Language","13","13","13"
"2021-22","633","Cobb County","1054","Campbell High School","Geography: Human","107","107","83"
"2021-22","633","Cobb County","1054","Campbell High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Music Theory","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Physics 1","28","28","16"
"2021-22","633","Cobb County","1054","Campbell High School","Psychology","33","33","14"
"2021-22","633","Cobb County","1054","Campbell High School","Spanish Language","54","54","53"
"2021-22","633","Cobb County","1054","Campbell High School","Spanish Literature","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","Statistics","TFS","TFS","TFS"
"2021-22","633","Cobb County","1054","Campbell High School","U.S. History","141","141","94"
"2021-22","633","Cobb County","1054","Campbell High School","World History","91","91","73"
"2021-22","633","Cobb County","1064","McEachern High School","ALL Subjects","314","513","208"
"2021-22","633","Cobb County","1064","McEachern High School","Art History","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Biology","11","11","6"
"2021-22","633","Cobb County","1064","McEachern High School","Calculus A","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Computer Science A","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Economics: Macro","37","37","12"
"2021-22","633","Cobb County","1064","McEachern High School","Economics: Micro","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Eng. Language & Comp","56","56","20"
"2021-22","633","Cobb County","1064","McEachern High School","Eng. Literature & Comp","51","51","27"
"2021-22","633","Cobb County","1064","McEachern High School","Environmental Science","19","19","10"
"2021-22","633","Cobb County","1064","McEachern High School","French Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Geography: Human","60","60","32"
"2021-22","633","Cobb County","1064","McEachern High School","Gov. & Pol. U.S.","40","40","17"
"2021-22","633","Cobb County","1064","McEachern High School","Physics 1","29","29","6"
"2021-22","633","Cobb County","1064","McEachern High School","Psychology","30","30","12"
"2021-22","633","Cobb County","1064","McEachern High School","Spanish Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","1064","McEachern High School","Statistics","46","46","8"
"2021-22","633","Cobb County","1064","McEachern High School","U.S. History","45","45","11"
"2021-22","633","Cobb County","1064","McEachern High School","World History","53","53","22"
"2021-22","633","Cobb County","1069","Wheeler High School","ALL Subjects","627","1403","1205"
"2021-22","633","Cobb County","1069","Wheeler High School","Art History","TFS","TFS","TFS"
"2021-22","633","Cobb County","1069","Wheeler High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","1069","Wheeler High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","1069","Wheeler High School","Art: Studio Drawing","TFS","TFS","TFS"
